TOM TRAINING:


step:    64100, time: 0.988, loss: 0.8123, l1: 0.1179, vgg: 0.3589, mask: 0.3355
step:    64120, time: 1.081, loss: 0.8963, l1: 0.1123, vgg: 0.4515, mask: 0.3325
step:    64140, time: 1.018, loss: 1.0096, l1: 0.1560, vgg: 0.5035, mask: 0.3501
step:    64160, time: 0.988, loss: 0.7836, l1: 0.1231, vgg: 0.3250, mask: 0.3355
step:    64180, time: 0.941, loss: 0.7560, l1: 0.1123, vgg: 0.3122, mask: 0.3316
step:    64200, time: 1.051, loss: 0.8375, l1: 0.1123, vgg: 0.3884, mask: 0.3368
step:    64220, time: 0.956, loss: 0.7396, l1: 0.0922, vgg: 0.2998, mask: 0.3476
step:    64240, time: 0.971, loss: 0.8196, l1: 0.1028, vgg: 0.3437, mask: 0.3731
step:    64260, time: 0.940, loss: 0.8070, l1: 0.1011, vgg: 0.3568, mask: 0.3490
step:    64280, time: 1.004, loss: 0.7809, l1: 0.0964, vgg: 0.3467, mask: 0.3378
step:    64300, time: 0.974, loss: 0.8787, l1: 0.1126, vgg: 0.4149, mask: 0.3513
step:    64320, time: 0.925, loss: 0.8485, l1: 0.0967, vgg: 0.4110, mask: 0.3407
step:    64340, time: 1.051, loss: 0.7769, l1: 0.0964, vgg: 0.3425, mask: 0.3379
step:    64360, time: 0.972, loss: 0.7414, l1: 0.0872, vgg: 0.3132, mask: 0.3410
step:    64380, time: 0.970, loss: 0.7913, l1: 0.1034, vgg: 0.3364, mask: 0.3515
step:    64400, time: 1.079, loss: 0.8395, l1: 0.1160, vgg: 0.3855, mask: 0.3380
step:    64420, time: 0.941, loss: 0.8557, l1: 0.1151, vgg: 0.3854, mask: 0.3551
step:    64440, time: 1.068, loss: 0.8147, l1: 0.0976, vgg: 0.3673, mask: 0.3498
step:    64460, time: 0.974, loss: 0.7697, l1: 0.1060, vgg: 0.3301, mask: 0.3337
step:    64480, time: 0.944, loss: 0.8246, l1: 0.1120, vgg: 0.3534, mask: 0.3591
step:    64500, time: 0.910, loss: 0.7181, l1: 0.0798, vgg: 0.2949, mask: 0.3434
